"Anadarko Hs","Anadarko","OK","anadarko-hs-anadarko-ok","1"
"Anaheim High","Anaheim","CA","anaheim-high-anaheim-ca","1"
"Anahuac H S","Anahuac","TX","anahuac-h-s-anahuac-tx","1"
"Anahuacalmecac International Univ Prep of N. America","Los Angeles","CA","anahuacalmecac-international-univ-prep-of-n-america-los-angeles-ca","1"
"Analy High","Sebastopol","CA","analy-high-sebastopol-ca","1"
"Anamosa High School","Anamosa","IA","anamosa-high-school-anamosa-ia","1"
"Ananda Living Wisdom School","Nevada City","CA","ananda-living-wisdom-school-nevada-city-ca","1"
"Anchor","Columbia Heights","MN","anchor-columbia-heights-mn","1"
"Anchor Academy","Vanduser","MO","anchor-academy-vanduser-mo","1"
"Anchor Bay High School","Ira","MI","anchor-bay-high-school-ira-mi","1"
"Anchor Christian School","Shippensburg","PA","anchor-christian-school-shippensburg-pa","1"
"Anclote High School","Holiday","FL","anclote-high-school-holiday-fl","1"
"Andale High","Andale","KS","andale-high-andale-ks","1"
"Andalusia High School","Andalusia","AL","andalusia-high-school-andalusia-al","1"
"Andalusia School","Yonkers","NY","andalusia-school-yonkers-ny","1"
"Anderson","San Bernardino","CA","anderson-san-bernardino-ca","1"
"Anderson Five Career Campus","Anderson","SC","anderson-five-career-campus-anderson-sc","1"
"Anderson Five Charter School","Anderson","SC","anderson-five-charter-school-anderson-sc","1"
"Anderson Academy","Vero Beach","FL","anderson-academy-vero-beach-fl","1"
"Anderson Accelerated H S","Big Spring","TX","anderson-accelerated-h-s-big-spring-tx","1"
"Anderson Christian School","Anderson","IN","anderson-christian-school-anderson-in","1"
"Anderson Christian School","Anderson","SC","anderson-christian-school-anderson-sc","1"
"Anderson Community Day","Anderson","CA","anderson-community-day-anderson-ca","1"
"Anderson County High School","Lawrenceburg","KY","anderson-county-high-school-lawrenceburg-ky","1"
"Anderson County High School","Clinton","TN","anderson-county-high-school-clinton-tn","1"
"Anderson County Jr/Sr High School","Garnett","KS","anderson-county-jr-sr-high-school-garnett-ks","1"
"Anderson H S","Austin","TX","anderson-h-s-austin-tx","1"
"Anderson High","Anderson","CA","anderson-high-anderson-ca","1"
"Anderson High School","Anderson","IN","anderson-high-school-anderson-in","1"
"Anderson High School","Cincinnati","OH","anderson-high-school-cincinnati-oh","1"
"Anderson New Technology High","Anderson","CA","anderson-new-technology-high-anderson-ca","1"
"Anderson Preparatory Academy","Anderson","IN","anderson-preparatory-academy-anderson-in","1"
"Anderson School","Anderson","AK","anderson-school-anderson-ak","1"
"Anderson Valley Junior-Senior High","Boonville","CA","anderson-valley-junior-senior-high-boonville-ca","1"
"Anderson W. Clark Magnet High","La Crescenta","CA","anderson-w-clark-magnet-high-la-crescenta-ca","1"
"Anderson-Shiro Jr/Sr H S","Anderson","TX","anderson-shiro-jr-sr-h-s-anderson-tx","1"
"Andes Central High School - 01","Lake Andes","SD","andes-central-high-school-01-lake-andes-sd","1"
"Andes Central School","Andes","NY","andes-central-school-andes-ny","1"
"Andover Central High School","Andover","KS","andover-central-high-school-andover-ks","1"
"Andover Ecademy","Andover","KS","andover-ecademy-andover-ks","1"
"Andover High","Andover","KS","andover-high-andover-ks","1"
"Andover High","Andover","MA","andover-high-andover-ma","1"
"Andover High School","Andover","MN","andover-high-school-andover-mn","1"
"Andover School","Andover","NY","andover-school-andover-ny","1"
"Andrada Polytechnic High School","Tucson","AZ","andrada-polytechnic-high-school-tucson-az","1"
"Andrean High School","Merrillville","IN","andrean-high-school-merrillville-in","1"
"Andress H S","El Paso","TX","andress-h-s-el-paso-tx","1"
"Andrew J Rickoff","Cleveland","OH","andrew-j-rickoff-cleveland-oh","1"
"Andrew Jackson High","Kershaw","SC","andrew-jackson-high-kershaw-sc","1"
"Andrew Jackson High School","Jacksonville","FL","andrew-jackson-high-school-jacksonville-fl","1"
"Andrew Jackson Middle","Grand Prairie","TX","andrew-jackson-middle-grand-prairie-tx","1"
"Andrew K. Demoski School","Nulato","AK","andrew-k-demoski-school-nulato-ak","1"
"Andrew P. Hill High","San Jose","CA","andrew-p-hill-high-san-jose-ca","1"
"Andrews Academy","Berrien Springs","MI","andrews-academy-berrien-springs-mi","1"
"Andrews Education Center","Andrews","TX","andrews-education-center-andrews-tx","1"
"Andrews H S","Andrews","TX","andrews-h-s-andrews-tx","1"
"Andrews High","Andrews","NC","andrews-high-andrews-nc","1"
"Andrews High","Andrews","SC","andrews-high-andrews-sc","1"
"Andrews High School","Pompano Beach","FL","andrews-high-school-pompano-beach-fl","1"
"Andrews Osborne Academy","Willoughby","OH","andrews-osborne-academy-willoughby-oh","1"
"Andy Dekaney H S","Houston","TX","andy-dekaney-h-s-houston-tx","1"
"Angel P. Millan Rohena","Carolina","PR","angel-p-millan-rohena-carolina-pr","1"
"Angel's Gate (Continuation)","San Pedro","CA","angel-s-gate-continuation-san-pedro-ca","1"
"Angela's Workshop","Los Angeles","CA","angela-s-workshop-los-angeles-ca","1"
"Angelo Rodriguez High","Fairfield","CA","angelo-rodriguez-high-fairfield-ca","1"
"Angles Academy","Baton Rouge","LA","angles-academy-baton-rouge-la","1"
"Angleton Christian School","Angleton","TX","angleton-christian-school-angleton-tx","1"
"Angleton H S","Angleton","TX","angleton-h-s-angleton-tx","1"
"Angleton J H School","Angleton","TX","angleton-j-h-school-angleton-tx","1"
"Angola High School","Angola","IN","angola-high-school-angola-in","1"
"Angoon School","Angoon","AK","angoon-school-angoon-ak","1"
"Aniak Jr/Sr High School","Aniak","AK","aniak-jr-sr-high-school-aniak-ak","1"
"Aniguiin School","Elim","AK","aniguiin-school-elim-ak","1"
"Animas 7-12 School","Animas","NM","animas-7-12-school-animas-nm","1"
"Animas High School","Durango","CO","animas-high-school-durango-co","1"
"Animo City of Champions Charter High","Inglewood","CA","animo-city-of-champions-charter-high-inglewood-ca","1"
"Animo College Preparatory Academy","Los Angeles","CA","animo-college-preparatory-academy-los-angeles-ca","1"
"Animo Inglewood Charter High","Inglewood","CA","animo-inglewood-charter-high-inglewood-ca","1"
"Animo Jackie Robinson High","Los Angeles","CA","animo-jackie-robinson-high-los-angeles-ca","1"
"Animo Leadership High","Inglewood","CA","animo-leadership-high-inglewood-ca","1"
"Animo Pat Brown","Los Angeles","CA","animo-pat-brown-los-angeles-ca","1"
"Animo Ralph Bunche Charter High","Los Angeles","CA","animo-ralph-bunche-charter-high-los-angeles-ca","1"
"Animo South Los Angeles Charter","Los Angeles","CA","animo-south-los-angeles-charter-los-angeles-ca","1"
"Animo Venice Charter High","Venice","CA","animo-venice-charter-high-venice-ca","1"
"Animo Watts College Preparatory Academy","Los Angeles","CA","animo-watts-college-preparatory-academy-los-angeles-ca","1"
"Ankeny Christian Academy","Ankeny","IA","ankeny-christian-academy-ankeny-ia","1"
"Ann Arbor Academy","Ann Arbor","MI","ann-arbor-academy-ann-arbor-mi","1"
"Ann Richards Middle","Mission","TX","ann-richards-middle-mission-tx","1"
"Ann Sobrato High","Morgan Hill","CA","ann-sobrato-high-morgan-hill-ca","1"
"Anna H S","Anna","TX","anna-h-s-anna-tx","1"
"Anna High School","Anna","OH","anna-high-school-anna-oh","1"
"Anna Tobeluk Memorial School","Nunapitchuk","AK","anna-tobeluk-memorial-school-nunapitchuk-ak","1"
"Anna Westin House","Saint Paul","MN","anna-westin-house-saint-paul-mn","1"
"Anna-Jonesboro High School","Anna","IL","anna-jonesboro-high-school-anna-il","1"
"Annandale High","Annandale","VA","annandale-high-annandale-va","1"
"Annandale Senior High","Annandale","MN","annandale-senior-high-annandale-mn","1"
"Annapolis Area Christian School","Severn","MD","annapolis-area-christian-school-severn-md","1"
"Annapolis Christian Academy","Corpus Christi","TX","annapolis-christian-academy-corpus-christi-tx","1"
"Annapolis High","Annapolis","MD","annapolis-high-annapolis-md","1"
"Annapolis High School","Dearborn Heights","MI","annapolis-high-school-dearborn-heights-mi","1"
"Annapolis Road Academy","Forestville","MD","annapolis-road-academy-forestville-md","1"
"Annawan High School","Annawan","IL","annawan-high-school-annawan-il","1"
"Anne Arundel Evening High","Severna Park","MD","anne-arundel-evening-high-severna-park-md","1"
"Anne Carlsen Center","Jamestown","ND","anne-carlsen-center-jamestown-nd","1"
"Anne Frank Inspire Academy","San Antonio","TX","anne-frank-inspire-academy-san-antonio-tx","1"
"Annie Camp Jr. High School","Jonesboro","AR","annie-camp-jr-high-school-jonesboro-ar","1"
"Annie Wright Schools","Tacoma","WA","annie-wright-schools-tacoma-wa","1"
"Anniston City Boot Camp School","Anniston","AL","anniston-city-boot-camp-school-anniston-al","1"
"Anniston High School","Anniston","AL","anniston-high-school-anniston-al","1"
"Annoor Islamic School","Wichita","KS","annoor-islamic-school-wichita-ks","1"
"Annunciation Maternity Home","Georgetown","TX","annunciation-maternity-home-georgetown-tx","1"
"Annur Islamic School","Schenectady","NY","annur-islamic-school-schenectady-ny","1"
"Annville Cleona Hs","Annville","PA","annville-cleona-hs-annville-pa","1"
"Anointed Word Christian Schools International","Ellenwood","GA","anointed-word-christian-schools-international-ellenwood-ga","1"
"Anoka High School","Anoka","MN","anoka-high-school-anoka-mn","1"
"Anoka-Hennepin Regional High School","Coon Rapids","MN","anoka-hennepin-regional-high-school-coon-rapids-mn","1"
"Anoka-Hennepin Regn Hs Summer Prog","Coon Rapids","MN","anoka-hennepin-regn-hs-summer-prog-coon-rapids-mn","1"
"Anoka-Hennepin Regn Night School","Coon Rapids","MN","anoka-hennepin-regn-night-school-coon-rapids-mn","1"
"Anoka-Hennepin Specialty Program","Anoka","MN","anoka-hennepin-specialty-program-anoka-mn","1"
"Anoka-Hennepin Tech High School","Anoka","MN","anoka-hennepin-tech-high-school-anoka-mn","1"
"Another Choice Virtual Charter","Nampa","ID","another-choice-virtual-charter-nampa-id","1"
"Another Course to College","Hyde Park","MA","another-course-to-college-hyde-park-ma","1"
"Anova Center for Education San Rafael","San Rafael","CA","anova-center-for-education-san-rafael-san-rafael-ca","1"
"Anova Center for Education Sonoma County","Santa Rosa","CA","anova-center-for-education-sonoma-county-santa-rosa-ca","1"
"Anova Center for Education, Concord","Concord","CA","anova-center-for-education-concord-concord-ca","1"
"Anselmo-Merna High School","Merna","NE","anselmo-merna-high-school-merna-ne","1"
"Ansley High School","Ansley","NE","ansley-high-school-ansley-ne","1"
"Anson Academy","Wadesboro","NC","anson-academy-wadesboro-nc","1"
"Anson Co. Early College High","Polkton","NC","anson-co-early-college-high-polkton-nc","1"
"Anson H S","Anson","TX","anson-h-s-anson-tx","1"
"Anson High School","Wadesboro","NC","anson-high-school-wadesboro-nc","1"
"Ansonia High School","Ansonia","CT","ansonia-high-school-ansonia-ct","1"
"Ansonia High School","Ansonia","OH","ansonia-high-school-ansonia-oh","1"
"Antelope High","Antelope","CA","antelope-high-antelope-ca","1"
"Antelope Union High School","Wellton","AZ","antelope-union-high-school-wellton-az","1"
"Antelope Valley High","Lancaster","CA","antelope-valley-high-lancaster-ca","1"
"Antelope Valley Learning Academy","Palmdale","CA","antelope-valley-learning-academy-palmdale-ca","1"
"Antelope Valley Rop","Palmdale","CA","antelope-valley-rop-palmdale-ca","1"
"Anthem Elementary School","Florence","AZ","anthem-elementary-school-florence-az","1"
"Anthony A. Andrews School","St. Michael","AK","anthony-a-andrews-school-st-michael-ak","1"
"Anthony Charter School","Anthony","NM","anthony-charter-school-anthony-nm","1"
"Anthony H S","Anthony","TX","anthony-h-s-anthony-tx","1"
"Anthony Louis Center","Burnsville","MN","anthony-louis-center-burnsville-mn","1"
"Anthony Louis Center","Woodbury","MN","anthony-louis-center-woodbury-mn","1"
"Anthony Louis House","Blaine","MN","anthony-louis-house-blaine-mn","1"
"Anthony Wayne High School","Whitehouse","OH","anthony-wayne-high-school-whitehouse-oh","1"
"Antietam Ms/Hs","Reading","PA","antietam-ms-hs-reading-pa","1"
"Antigo High","Antigo","WI","antigo-high-antigo-wi","1"
"Antioch Baptist Christian Academy","Knoxville","TN","antioch-baptist-christian-academy-knoxville-tn","1"
"Antioch Comm High School","Antioch","IL","antioch-comm-high-school-antioch-il","1"
"Antioch High","Antioch","CA","antioch-high-antioch-ca","1"
"Antioch High School","Antioch","TN","antioch-high-school-antioch-tn","1"
"Antlers Hs","Antlers","OK","antlers-hs-antlers-ok","1"
"Anton School","Anton","TX","anton-school-anton-tx","1"
"Antonia Pantoja Preparatory Academy","Bronx","NY","antonia-pantoja-preparatory-academy-bronx-ny","1"
"Antonio Dominguez Nieves","Caguas","PR","antonio-dominguez-nieves-caguas-pr","1"
"Antonio Fernos Isern","San Lorenzo","PR","antonio-fernos-isern-san-lorenzo-pr","1"
"Antonio Gonzalez Middle","Laredo","TX","antonio-gonzalez-middle-laredo-tx","1"
"Antonio Paoli","Ponce","PR","antonio-paoli-ponce-pr","1"
"Antonio Tulla Torres","Utuado","PR","antonio-tulla-torres-utuado-pr","1"
"Antonito High School","Antonito","CO","antonito-high-school-antonito-co","1"
"Antrim Mennonite School","Freeport","OH","antrim-mennonite-school-freeport-oh","1"
"Antwerp Local High School","Antwerp","OH","antwerp-local-high-school-antwerp-oh","1"
"Anuenue School","Honolulu","HI","anuenue-school-honolulu-hi","1"
"Anzar High","San Juan Bautista","CA","anzar-high-san-juan-bautista-ca","1"
"Aoc-Cochise County Juvenile Dentention Centre","Sierra Vista","AZ","aoc-cochise-county-juvenile-dentention-centre-sierra-vista-az","1"
"Aoc-Santa Cruz County Juvenile Detention Center","Nogales","AZ","aoc-santa-cruz-county-juvenile-detention-center-nogales-az","1"
"Aoc-Yavapai County Juvenile Detention Center","Prescott","AZ","aoc-yavapai-county-juvenile-detention-center-prescott-az","1"
"Aoc_Gila County Juvenile Detention Center","Globe","AZ","aoc-gila-county-juvenile-detention-center-globe-az","1"
"Apache Hs","Apache","OK","apache-hs-apache-ok","1"
"Apache Junction High School","Apache Junction","AZ","apache-junction-high-school-apache-junction-az","1"
"Apache Trail High School","Apache Junction","AZ","apache-trail-high-school-apache-junction-az","1"
"Apalachee High School","Winder","GA","apalachee-high-school-winder-ga","1"
"Apalachicola Forest Youth Academy","Bristol","FL","apalachicola-forest-youth-academy-bristol-fl","1"
"Apex Academy","Los Angeles","CA","apex-academy-los-angeles-ca","1"
"Apex Academy","Lawrenceburg","KY","apex-academy-lawrenceburg-ky","1"
"Apex Friendship High","Apex","NC","apex-friendship-high-apex-nc","1"
"Apex High","Cary","NC","apex-high-cary-nc","1"
"Apex Home School Enrichment Program","Niwot","CO","apex-home-school-enrichment-program-niwot-co","1"
"Aplington Parkersburg High School","Parkersburg","IA","aplington-parkersburg-high-school-parkersburg-ia","1"
"Apollo Career Center","Lima","OH","apollo-career-center-lima-oh","1"
"Apollo High","Simi Valley","CA","apollo-high-simi-valley-ca","1"
"Apollo High School","Glendale","AZ","apollo-high-school-glendale-az","1"
"Apollo High School","Owensboro","KY","apollo-high-school-owensboro-ky","1"
"Apollo Senior High","Saint Cloud","MN","apollo-senior-high-saint-cloud-mn","1"
"Apollo-Ridge Hs","Spring Church","PA","apollo-ridge-hs-spring-church-pa","1"
"Apopka Christian Academy","Apopka","FL","apopka-christian-academy-apopka-fl","1"
"Apopka High","Apopka","FL","apopka-high-apopka-fl","1"
"Apostles Lutheran School","San Jose","CA","apostles-lutheran-school-san-jose-ca","1"
"Apostolic Christian Academy","Stockton","CA","apostolic-christian-academy-stockton-ca","1"
"Apostolic Christian Academy","North Vernon","IN","apostolic-christian-academy-north-vernon-in","1"
"Apostolic Christian Academy","Oakdale","MN","apostolic-christian-academy-oakdale-mn","1"
"Apostolic Christian Academy","Toledo","OH","apostolic-christian-academy-toledo-oh","1"
"Apostolic Christian Academy","Somerset","PA","apostolic-christian-academy-somerset-pa","1"
"Apostolic Christian Academy","Maryville","TN","apostolic-christian-academy-maryville-tn","1"
"Apostolic Christian School","Shelbyville","IN","apostolic-christian-school-shelbyville-in","1"
"Apostolic Christian School","Knoxville","TN","apostolic-christian-school-knoxville-tn","1"
"Appalachian School","Oneonta","AL","appalachian-school-oneonta-al","1"
"Apple Springs H S","Apple Springs","TX","apple-springs-h-s-apple-springs-tx","1"
"Apple Valley Christian School","Apple Valley","CA","apple-valley-christian-school-apple-valley-ca","1"
"Apple Valley High","Apple Valley","CA","apple-valley-high-apple-valley-ca","1"
"Apple Valley Senior High","Apple Valley","MN","apple-valley-senior-high-apple-valley-mn","1"
"Appleton City High","Appleton City","MO","appleton-city-high-appleton-city-mo","1"
"Appleton Cooperative Educational Center","Appleton","WI","appleton-cooperative-educational-center-appleton-wi","1"
"Appleton Eschool","Appleton","WI","appleton-eschool-appleton-wi","1"
"Appleton Technical Academy","Appleton","WI","appleton-technical-academy-appleton-wi","1"
"Appleview","Appleton","WI","appleview-appleton-wi","1"
"Applied Scholastics Online Academy","Lake Mathews","CA","applied-scholastics-online-academy-lake-mathews-ca","1"
"Applied Technology Center","Montebello","CA","applied-technology-center-montebello-ca","1"
"Applied Technology Center","Rock Hill","SC","applied-technology-center-rock-hill-sc","1"
"Applied Technology Education Campus","Camden","SC","applied-technology-education-campus-camden-sc","1"
"Applied Technology High School","Paramus","NJ","applied-technology-high-school-paramus-nj","1"
"Appling County High School","Baxley","GA","appling-county-high-school-baxley-ga","1"
"Appomattox Christian Academy","Appomattox","VA","appomattox-christian-academy-appomattox-va","1"
"Appomattox County High","Appomattox","VA","appomattox-county-high-appomattox-va","1"
"Apponequet Regional High","Lakeville","MA","apponequet-regional-high-lakeville-ma","1"
"Appoquinimink High School","Middletown","DE","appoquinimink-high-school-middletown-de","1"
"Aps Online School","Aurora","CO","aps-online-school-aurora-co","1"
"Aps-Forrest Hills Academy","Atlanta","GA","aps-forrest-hills-academy-atlanta-ga","1"
"Aptos High","Aptos","CA","aptos-high-aptos-ca","1"
"Aqqaluk High/Noorvik Elementary","Noorvik","AK","aqqaluk-high-noorvik-elementary-noorvik-ak","1"
"Aquidneck Island Christian Academy","Portsmouth","RI","aquidneck-island-christian-academy-portsmouth-ri","1"
"Aquilla School","Aquilla","TX","aquilla-school-aquilla-tx","1"
"Aquin Catholic Jr Sr High School","Freeport","IL","aquin-catholic-jr-sr-high-school-freeport-il","1"
"Aquinas High School","San Bernardino","CA","aquinas-high-school-san-bernardino-ca","1"
"Aquinas High School","Augusta","GA","aquinas-high-school-augusta-ga","1"
"Aquinas High School","Bronx","NY","aquinas-high-school-bronx-ny","1"
"Aquinas High School","La Crosse","WI","aquinas-high-school-la-crosse-wi","1"
"Aquinas Institute","Rochester","NY","aquinas-institute-rochester-ny","1"
"Aquinas Middle High School","David City","NE","aquinas-middle-high-school-david-city-ne","1"
"Arab High School","Arab","AL","arab-high-school-arab-al","1"
"Arabia Mountain High School - Academy of Engineering- Medic","Lithonia","GA","arabia-mountain-high-school-academy-of-engineering-medic-lithonia-ga","1"
"Aragon High","San Mateo","CA","aragon-high-san-mateo-ca","1"
"Aransas Pass H S","Aransas Pass","TX","aransas-pass-h-s-aransas-pass-tx","1"
"Arapaho-Butler Hs","Arapaho","OK","arapaho-butler-hs-arapaho-ok","1"
"Arapahoe Charter High School","Arapahoe","WY","arapahoe-charter-high-school-arapahoe-wy","1"
"Arapahoe Charter School","Arapahoe","NC","arapahoe-charter-school-arapahoe-nc","1"
"Arapahoe High School","Centennial","CO","arapahoe-high-school-centennial-co","1"
"Arapahoe High School","Arapahoe","NE","arapahoe-high-school-arapahoe-ne","1"
"Arapahoe Ridge High School","Boulder","CO","arapahoe-ridge-high-school-boulder-co","1"
"Arbor Preparatory High School","Ypsilanti","MI","arbor-preparatory-high-school-ypsilanti-mi","1"
"Arbor View High School","Las Vegas","NV","arbor-view-high-school-las-vegas-nv","1"
"Arborbrook Christian Academy","Matthews","NC","arborbrook-christian-academy-matthews-nc","1"
"Arbuckle Alternative High (Continuation)","Arbuckle","CA","arbuckle-alternative-high-continuation-arbuckle-ca","1"
"Arc","Jacksonville","IL","arc-jacksonville-il","1"
"Arcadia Charter School","Northfield","MN","arcadia-charter-school-northfield-mn","1"
"Arcadia College Preparatory","Arcadia","CA","arcadia-college-preparatory-arcadia-ca","1"
"Arcadia High","Arcadia","CA","arcadia-high-arcadia-ca","1"
"Arcadia High","Oak Hall","VA","arcadia-high-oak-hall-va","1"
"Arcadia High","Arcadia","WI","arcadia-high-arcadia-wi","1"
"Arcadia High School","Phoenix","AZ","arcadia-high-school-phoenix-az","1"
"Arcadia High School","Arcadia","LA","arcadia-high-school-arcadia-la","1"
"Arcadia High School","Arcadia","NE","arcadia-high-school-arcadia-ne","1"
"Arcadia High School","Rochester","NY","arcadia-high-school-rochester-ny","1"
"Arcadia High School","Arcadia","OH","arcadia-high-school-arcadia-oh","1"
"Arcadia Valley Career Tech Ctr","Ironton","MO","arcadia-valley-career-tech-ctr-ironton-mo","1"
"Arcadia Valley High","Ironton","MO","arcadia-valley-high-ironton-mo","1"
"Arcanum High School","Arcanum","OH","arcanum-high-school-arcanum-oh","1"
"Arcata High","Arcata","CA","arcata-high-arcata-ca","1"
"Arch Bishop Moeller High School","Cincinnati","OH","arch-bishop-moeller-high-school-cincinnati-oh","1"
"Archbishop Alter High School","Kettering","OH","archbishop-alter-high-school-kettering-oh","1"
"Archbishop Bergan Catholic School","Fremont","NE","archbishop-bergan-catholic-school-fremont-ne","1"
"Archbishop Chapelle High School","Metairie","LA","archbishop-chapelle-high-school-metairie-la","1"
"Archbishop Coleman Carroll High School","Miami","FL","archbishop-coleman-carroll-high-school-miami-fl","1"
"Archbishop Curley High School","Baltimore","MD","archbishop-curley-high-school-baltimore-md","1"
"Archbishop Curley Notre Dame High School","Miami","FL","archbishop-curley-notre-dame-high-school-miami-fl","1"
"Archbishop Edward Mccarthy High School","Southwest Ranches","FL","archbishop-edward-mccarthy-high-school-southwest-ranches-fl","1"
"Archbishop Hanna High School","Sonoma","CA","archbishop-hanna-high-school-sonoma-ca","1"
"Archbishop Hannan High School","Covington","LA","archbishop-hannan-high-school-covington-la","1"
"Archbishop Hoban High School","Akron","OH","archbishop-hoban-high-school-akron-oh","1"
"Archbishop Mcnicholas High School","Cincinnati","OH","archbishop-mcnicholas-high-school-cincinnati-oh","1"
"Archbishop Molloy High School","Briarwood","NY","archbishop-molloy-high-school-briarwood-ny","1"
"Archbishop Murphy High School","Everett","WA","archbishop-murphy-high-school-everett-wa","1"
"Archbishop O' Hara High School","Kansas City","MO","archbishop-o-hara-high-school-kansas-city-mo","1"
"Archbishop Riordan High School","San Francisco","CA","archbishop-riordan-high-school-san-francisco-ca","1"
"Archbishop Rummel High School","Metairie","LA","archbishop-rummel-high-school-metairie-la","1"
"Archbishop Ryan High School","Philadelphia","PA","archbishop-ryan-high-school-philadelphia-pa","1"
"Archbishop Shaw High School","Marrero","LA","archbishop-shaw-high-school-marrero-la","1"
"Archbishop Stepinac High School","White Plains","NY","archbishop-stepinac-high-school-white-plains-ny","1"
"Archbishop Walsh High School","Olean","NY","archbishop-walsh-high-school-olean-ny","1"
"Archbishop Williams High School","Braintree","MA","archbishop-williams-high-school-braintree-ma","1"
"Archbold High School","Archbold","OH","archbold-high-school-archbold-oh","1"
"Archer City H S","Archer City","TX","archer-city-h-s-archer-city-tx","1"
"Archer High School","Lawrenceville","GA","archer-high-school-lawrenceville-ga","1"
"Archer School for Girls","Los Angeles","CA","archer-school-for-girls-los-angeles-ca","1"
"Arches Academy","Orem","UT","arches-academy-orem-ut","1"
"Archie High","Archie","MO","archie-high-archie-mo","1"
"Archimedean Upper Conservatory","Miami","FL","archimedean-upper-conservatory-miami-fl","1"
"Archimedes Acad-Math Sci Tech","Bronx","NY","archimedes-acad-math-sci-tech-bronx-ny","1"
"Architecture Construction & Engineering Charter High (Ace)","Camarillo","CA","architecture-construction-engineering-charter-high-ace-camarillo-ca","1"
"Archway","Leicester","MA","archway-leicester-ma","1"
"Arcola Bridges/Beacons Rssp","Arcola","IL","arcola-bridges-beacons-rssp-arcola-il","1"
"Arcola High School","Arcola","IL","arcola-high-school-arcola-il","1"
"Arctic Village School","Arctic Village","AK","arctic-village-school-arctic-village-ak","1"
"Ardmore High School","Ardmore","AL","ardmore-high-school-ardmore-al","1"
"Ardmore Hs","Ardmore","OK","ardmore-hs-ardmore-ok","1"
"Ardrey Kell High","Charlotte","NC","ardrey-kell-high-charlotte-nc","1"
"Ardsley High School","Ardsley","NY","ardsley-high-school-ardsley-ny","1"
"Area 30 Career Center","Greencastle","IN","area-30-career-center-greencastle-in","1"
"Area Career Center","Hammond","IN","area-career-center-hammond-in","1"
"Area Learning Center Summer","White Bear Lake","MN","area-learning-center-summer-white-bear-lake-mn","1"
"Arena High (Continuation)","El Segundo","CA","arena-high-continuation-el-segundo-ca","1"
"Arendell Parrott Academy","Kinston","NC","arendell-parrott-academy-kinston-nc","1"
"Arete Preparatory Academy","Los Angeles","CA","arete-preparatory-academy-los-angeles-ca","1"
"Argent Preparatory Academy","Carson City","NV","argent-preparatory-academy-carson-city-nv","1"
"Argenta-Oreana High School","Argenta","IL","argenta-oreana-high-school-argenta-il","1"
"Argo Community High School","Summit","IL","argo-community-high-school-summit-il","1"
"Argonaut High","Jackson","CA","argonaut-high-jackson-ca","1"
"Argonia High","Argonia","KS","argonia-high-argonia-ks","1"
"Argos Comm Jr-Sr High School","Argos","IN","argos-comm-jr-sr-high-school-argos-in","1"
"Argosy Collegiate Charter School","Fall River","MA","argosy-collegiate-charter-school-fall-river-ma","1"
"Argus High (Continuation)","Ceres","CA","argus-high-continuation-ceres-ca","1"
"Argyle H S","Argyle","TX","argyle-h-s-argyle-tx","1"
"Argyle High","Argyle","WI","argyle-high-argyle-wi","1"
"Argyle Junior/Senior High School","Argyle","NY","argyle-junior-senior-high-school-argyle-ny","1"
"Arickaree Undivided High School","Anton","CO","arickaree-undivided-high-school-anton-co","1"
"Aris","Woodbury","MN","aris-woodbury-mn","1"
"Arise High","Oakland","CA","arise-high-oakland-ca","1"
"Arise Shelter Care - 71","Sioux Falls","SD","arise-shelter-care-71-sioux-falls-sd","1"
"Arise Virtual Academy","Janesville","WI","arise-virtual-academy-janesville-wi","1"
"Aristoi Classical Upper School","Katy","TX","aristoi-classical-upper-school-katy-tx","1"
"Ariton School","Ariton","AL","ariton-school-ariton-al","1"
"Arizona Agribusiness & Equine Center Inc. - Prescott Valley","Prescott Valley","AZ","arizona-agribusiness-equine-center-inc-prescott-valley-prescott-valley-az","1"
"Arizona Agribusiness & Equine Center Inc. - Red Mountain","Mesa","AZ","arizona-agribusiness-equine-center-inc-red-mountain-mesa-az","1"
"Arizona Agribusiness & Equine Center - Estrella","Avondale","AZ","arizona-agribusiness-equine-center-estrella-avondale-az","1"
"Arizona Call-A-Teen Center for Excellence","Phoenix","AZ","arizona-call-a-teen-center-for-excellence-phoenix-az","1"
"Arizona College Prep Academy","Tucson","AZ","arizona-college-prep-academy-tucson-az","1"
"Arizona College Prep Erie Campus","Chandler","AZ","arizona-college-prep-erie-campus-chandler-az","1"
"Arizona Collegiate High School","Phoenix","AZ","arizona-collegiate-high-school-phoenix-az","1"
"Arizona Connections Academy","Gilbert","AZ","arizona-connections-academy-gilbert-az","1"
"Arizona Conservatory for Arts and Academics","Phoenix","AZ","arizona-conservatory-for-arts-and-academics-phoenix-az","1"
"Arizona Cultural Academy & College Prep","Phoenix","AZ","arizona-cultural-academy-college-prep-phoenix-az","1"
"Arizona Insight Academy","Phoenix","AZ","arizona-insight-academy-phoenix-az","1"
"Arizona International Academy","Scottsdale","AZ","arizona-international-academy-scottsdale-az","1"
"Arizona Izone Institute Online Program","Cottonwood","AZ","arizona-izone-institute-online-program-cottonwood-az","1"
"Arizona Lutheran Academy","Phoenix","AZ","arizona-lutheran-academy-phoenix-az","1"
"Arizona Preparatory Academy","Phoenix","AZ","arizona-preparatory-academy-phoenix-az","1"
